MAIN_ID,ID_name,ID_HD,ID_HIP,ID_HR,ID_M,ID_NGC,ID_IC,ID_Ocl,RA_d,DEC_d,PMRA,PMDEC,PLX_VALUE,Distance_distance,Distance_unit,OTYPE_otypes,SP_TYPE,FLUX_R,FLUX_G,FLUX_B,FLUX_V
NGC  7817,,,,,,NGC 7817,,,0.995413,20.752339,,,,33.2,Mpc,H2G,,11.3,,12.86,11.94
HD 225148,,HD 225148,,,,,,,0.98347470142,32.00986721098,-15.873,-14.183,7.1417,140.023,pc,*,F5,,8.832018,9.31,8.91
HD 225147,,HD 225147,HIP 311,,,,,,0.98763358799,36.9702527084,14.888,16.616,8.2447,121.29,pc,*,F0,,8.330143,8.89,8.44
HD 225125,,HD 225125,HIP 300,,,,,,0.93515607966,42.02352174696,75.647,9.948,7.6332,131.007,pc,PM*,A3,,7.407222,7.69,7.45
HD 225115,,HD 225115,,,,,,,0.91295921335,44.27633353935,-6.707,-8.604,2.5503,392.111,pc,*,A0,,8.789434,8.88,8.78
HD 225145,,HD 225145,,,,,,,0.942051437,-73.3184538018,11.814,-3.698,1.6566,603.646,pc,*,K0/1(III),,9.46272,10.9,9.75
HD 225177,,HD 225177,,,,,,,0.99016716152,-70.52619321363,29.583,-24.78,4.031,250.16,pc,*,F8/G0V,,9.92028,10.682,10.041
HD 225168,,HD 225168,HIP 315,,,,,,0.99222854229,-71.27872474885,11.393,-27.096,5.5338,185.217,pc,*,F8V,9.27,9.483769,10.259,9.62
HD 225135,,HD 225135,,,,,,,0.9245924275,-68.69038091607,8.812,1.394,7.7363,128.738,pc,*,F5V,,9.281142,9.87,9.636
HD 225134,,HD 225134,HIP 299,,,,,,0.9337069961,-63.60064952423,-9.422,0.348,8.886,112.537,pc,*,F5V,,8.33845,8.93,8.42
HD 225133,,HD 225133,HIP 293,,,,,,0.91601133533,-57.16446031778,25.031,-8.8,13.4374,74.419,pc,*,F6V,,8.18111,8.77,8.29
HD 225158,,HD 225158,HIP 306,,,,,,0.97541751,-57.8304994,148.16,-58.47,13.38,,,**,G2V,9.23,,9.88,9.51
HD 225158A,,HD 225158A,,,,,,,0.975465629,-57.830518133,154.1,-59.6,,,,PM*,,,,10.22,9.61
HD 225144,,HD 225144,,,,,,,0.94966971016,-54.99613943988,51.491,-1.579,6.1633,161.153,pc,PM*,F6V,,9.206,9.85,9.28
HD 225122,,HD 225122,HIP 289,,,,,,0.90237611624,-51.80910460872,9.228,-5.644,3.3082,302.279,pc,*,K0III,,8.423237,9.67,8.67
HD 225142,,HD 225142,,,,,,,0.94670287429,-47.87791885673,27.138,12.439,2.0791,464.054,pc,*,G8/K0,9.67,10.006384,11.179,10.18
HD 225143,,HD 225143,,,,,,,0.95900248596,-48.89502352455,45.539,12.069,3.5055,280.034,pc,*,F3/5V,,10.395741,10.918,10.391
HD 225157,,HD 225157,HIP 309,,,,,,0.98593379149,-45.28861460721,8.103,-7.249,3.067,326.052,pc,SB*,A6V,,8.496676,8.74,8.54
LEDA  739531,,,,,,,,,0.99366201815,-28.61554841336,-1.0,-3.9,,,,Sy2,,15.455,21.18884,16.472,13.3
2MASX J00035550-2849155,,,,,,,,,0.98124442948,-28.82107999997,1.6,-2.1,,,,G,,16.392,19.551237,17.653,15.33
2MASX J00033881-3128552,,,,,,,,,0.91160954064,-31.4818872438,5.3,1.2,,,,G,,16.598,19.729876,17.956,15.88
2dFGRS TGS433Z206,,,,,,,,,0.9910042,-31.0621022,-1.0,-7.9,,,,G,,16.761,,17.55,15.45
CTLGD 5680,,,,,,,,,0.93446772367,-30.12054694638,3.8,2.6,,,,G,,15.84,20.111063,17.28,14.37
HD 225167B,,HD 225167B,,,,,,,0.99233757811,-48.12471206151,22.675,8.869,9.06,110.375,pc,*,,,9.957284,10.93,10.25
2MASS J00035097-2827462,,,,,,,,,0.96234173537,-28.46293734361,17.3,-4.3,,,,G,,,20.253414,,15.02
HD 225158B,,HD 225158B,,,,,,,0.975282329,-57.830451533,154.1,-59.6,,,,PM*,,,,9.69,9.05
HD 225167A,,HD 225167A,,,,,,,0.9911959818375,-48.1251536500072,25.862,0.71,9.1883,108.834,pc,*,,8.851,8.102962,8.59,8.2
